unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score,dataset_source
english_content_6024,What goes into bibimbap?,en,-0.578,0.0,0.333,0.5,1.792,0,2.047,tydi
indonesian_content_1181,kapankah Epistemologi dipelajari?,id,-0.781,0.0,0.333,0.75,1.792,0,2.094,tydi
indonesian_polar_282,Apakah Theodore Beza pernah menulis buku?,id,-0.482,0.0,1.0,0.857,2.197,1,3.572,tydi
finnish_polar_287,Onko Mount Rushmore -patsaiden takana vuoreen kaivettu huone?,fi,1.15,1.0,0.167,0.75,2.303,1,5.37,tydi
korean_content_2365,성남에서 가장 높은 건물은 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33,tydi
korean_polar_337,클라우드 컴퓨팅은 유틸리티 컴퓨팅의 개념을 활용하나요?,ko,-0.136,0.0,0.5,1.0,2.079,1,3.443,tydi
english_content_1501,How many visual novels have been released by Lump of Sugar?,en,0.422,0.0,0.5,0.636,2.565,0,4.123,tydi
arabic_polar_1040,هل ينتقل المالاريا عن طريق البعوض؟,ar,-0.825,0.0,0.333,0.333,2.079,1,1.92,tydi
russian_content_7661,Сколько лет Ге́нрих II Плантагене́т был королем?,ru,-0.51,0.0,0.0,0.714,2.197,0,2.401,tydi
arabic_polar_450,هل توجد ثقوب بيضاء في الفضاء ؟,ar,-0.825,0.0,0.5,0.667,2.079,1,2.421,tydi
russian_polar_757,Сохранилось ли прижизненное изображение Вильгельма Завоевателя?,ru,0.5,0.0,0.4,0.833,2.079,1,3.812,tydi
russian_content_1476,Сколько лет правил Ших-мурза Окоцкий?,ru,-0.51,0.0,0.333,0.8,1.946,0,2.569,tydi
english_content_5838,When was the first dinosaur fossil found?,en,0.422,1.0,0.333,0.714,2.197,0,4.666,tydi
finnish_content_1686,Kuka oli Japanin pääministeri ennen Yasuo Fukuda?,fi,-0.051,0.0,0.0,0.571,2.197,0,2.717,tydi
english_polar_628,Is open source software free?,en,0.83,0.0,0.0,0.8,1.946,1,3.576,tydi
japanese_content_3805,ウディ・アレン監督の出身はどこ？,ja,-0.19,0.0,0.0,0.5,2.303,0,2.613,tydi
russian_content_6938,Когда пришли к власти большевики?,ru,-0.51,0.0,0.5,0.8,1.946,0,2.736,tydi
finnish_polar_16,Oliko Gunnar Nordströmilla vaimoa?,fi,-0.85,0.0,0.0,0.75,1.792,1,1.692,tydi
arabic_polar_389,هل قصبة الجزائرهي مكان سياحي؟,ar,-0.825,0.0,0.0,0.6,1.946,1,1.721,tydi
arabic_content_16026,متى صدر فيلم الرجل النملة؟,ar,0.2,0.0,0.333,0.8,1.946,0,3.279,tydi
finnish_content_14486,Kuinka talvisota alkoi?,fi,-1.051,0.0,0.333,1.0,1.609,0,1.891,tydi
russian_content_2978,Когда первый куст хризантемы корейской был завезен в Россию?,ru,0.49,0.0,0.667,0.667,2.398,0,4.222,tydi
arabic_polar_141,هل يسبب التعرض لاشعة غاما الموت للأنسان؟,ar,0.175,0.0,0.5,0.857,2.197,1,3.729,tydi
russian_polar_715,Клод Э́лвуд Ше́ннон был аполитичным человеком?,ru,-0.5,0.0,0.0,0.833,2.079,1,2.412,tydi
arabic_polar_825,هل تمثل خطر على الأم الولادة في سبعة أشهر؟,ar,0.175,0.0,0.333,0.556,2.398,1,3.462,tydi
japanese_polar_1232,世界ラリー選手権 で競技中に死者が出たことはある？,ja,-0.553,1.0,0.4,0.667,2.833,1,4.347,tydi
korean_content_7160,세상에서 가장 오래된 책은 무엇인가?,ko,0.184,1.0,0.3,1.0,1.946,0,4.43,tydi
indonesian_polar_457,apakah Dehidroepiandrosteron berbahaya bagi manusia?,id,-0.482,0.0,0.75,0.667,2.079,1,3.014,tydi
russian_content_12734,Сколько нервный клеток в головном мозге человека?,ru,-0.51,0.0,0.0,0.714,2.197,0,2.401,tydi
japanese_content_1762,鑑定士という職業が誕生したのはいつ,ja,1.81,1.0,0.25,0.417,2.565,0,6.042,tydi
korean_polar_22,기독교는 아브라함 계열의 종교인가요?,ko,-1.136,0.0,0.5,1.0,1.792,1,2.156,tydi
russian_polar_665,Бензодиазепи́ны используют для лечения эпилепсии?,ru,-0.5,0.0,0.4,0.8,1.946,1,2.646,tydi
indonesian_content_8363,Bercerita tentang apakah Fire and Fury: Inside the Trump White House?,id,2.219,0.0,0.333,0.75,2.708,0,6.01,tydi
finnish_polar_104,Onko Lillehammer Ruotsin kaupunki?,fi,-0.85,0.0,0.0,0.75,1.792,1,1.692,tydi
japanese_content_4047,カーディシーヤの戦いが起きたきっかけは何？,ja,1.81,1.0,0.167,0.444,2.398,0,5.819,tydi
japanese_content_712,『聖闘士星矢』を放送した放送局は何,ja,0.81,1.0,0.167,0.5,2.565,0,5.042,tydi
finnish_polar_34,Voiko vesikauhua varten rokottaa?,fi,0.15,0.0,0.167,0.5,1.792,1,2.609,tydi
russian_polar_473,Николай Вавилов выступал против коллективизации?,ru,-0.5,0.0,0.4,0.8,1.946,1,2.646,tydi
english_polar_1085,Is Cantonese written the same as Mandarin?,en,0.83,0.0,0.6,0.571,2.197,1,4.198,tydi
finnish_content_9493,Milloin David Sánchez aloitti pelaamaan jalkapalloa?,fi,-0.051,1.0,0.333,1.0,2.079,0,4.361,tydi
english_content_3298,What station did Hustle air on?,en,0.422,0.0,0.0,0.5,2.079,0,3.001,tydi
finnish_polar_1104,Tuliko Caravaggiosta tunnettu vasta hänen kuolemansa jälkeen?,fi,1.15,0.0,0.333,0.714,2.197,1,4.394,tydi
japanese_polar_691,ペータースハーゲンには、お城がありますか？,ja,-0.553,0.0,0.6,0.444,2.485,1,2.976,tydi
russian_content_868,От скольких болезней придумал вакцину Луи́ Пасте́р?,ru,-0.51,0.0,0.5,0.857,2.197,0,3.044,tydi
japanese_content_4433,シリコンナイツの創始者は誰,ja,-0.19,0.0,0.0,0.5,1.946,0,2.256,tydi
finnish_polar_2070,Onko Suomessa lentokoneteollisuutta?,fi,-0.85,0.0,0.0,0.667,1.609,1,1.426,tydi
russian_content_434,Сколько дочерей у Сталлоне?,ru,-0.51,0.0,0.0,0.5,1.792,0,1.782,tydi
finnish_content_2581,Mikä osoitinkynä on?,fi,-1.051,0.0,0.0,0.333,1.609,0,0.891,tydi
russian_content_12240,В чем заключается сюжет компьютерной игры «Dreamfall: Бесконечное путешествие»?,ru,2.49,0.0,0.333,0.667,2.639,0,6.129,tydi
russian_polar_702,Николай Васильевич Нарышкин был женат?,ru,-0.5,0.0,0.0,0.8,1.946,1,2.246,tydi
russian_polar_393,Мигрень врожденная болезнь?,ru,-1.5,0.0,0.0,1.0,1.609,1,1.109,tydi
indonesian_content_7812,Siapakah tokoh utama dalam Fairy Tail ?,id,0.219,0.0,0.0,0.571,2.197,0,2.987,tydi
russian_content_5345,"Кто первым ввел термин ""трёхмерный шутер""?",ru,0.49,0.0,0.5,0.833,2.303,0,4.126,tydi
arabic_polar_263,هل سبق وتوج المنتخب اليمني بكأس آسيا لكرة القدم؟,ar,0.175,0.0,0.333,0.7,2.485,1,3.693,tydi
russian_content_2219,Сколько последователей зороастри́зма было в России в 2018?,ru,-0.51,0.0,0.0,0.5,2.303,0,2.293,tydi
japanese_polar_1012,岡山市では路面電車が走っていますか？,ja,-0.553,1.0,0.4,0.5,2.639,1,3.986,tydi
russian_polar_1612,Алиенора Аквитанская была красивой женщиной?,ru,-0.5,0.0,0.0,0.8,1.946,1,2.246,tydi
arabic_polar_2285,هل حصل البرتغال على كأس العالم عام 2004؟,ar,-0.825,0.0,0.5,0.5,2.303,1,2.478,tydi
arabic_content_14674,ما هي الغدة التي تفرز السكر في الدم؟,ar,1.2,1.0,0.5,0.5,2.303,0,5.503,tydi
indonesian_polar_176,Apakah Kristen mempercayai Kehidupan setelah kematian?,id,0.518,0.0,0.75,0.714,2.197,1,4.179,tydi
finnish_polar_1206,Onko Addison Montgomery ammatiltaan sekä kirurgi että gynekologi?,fi,0.15,0.0,0.0,0.625,2.303,1,3.078,tydi
english_polar_597,Did Zhou Enlai have kids?,en,-0.17,0.0,0.4,0.8,1.946,1,2.976,tydi
english_polar_97,Do you win money on fantasy football?,en,-0.17,0.0,0.6,0.571,2.197,1,3.198,tydi
russian_polar_1247,Гема́то-энцефали́ческий барье́р имеют только позвоночные?,ru,-0.5,0.0,0.4,0.8,1.946,1,2.646,tydi
arabic_content_9454,ما هي عاصمة سلطنة عمان؟,ar,0.2,0.0,0.0,0.6,1.946,0,2.746,tydi
arabic_content_158,متى استقلت لبنان ؟,ar,-1.8,0.0,0.333,0.667,1.609,0,0.809,tydi
korean_content_4563,노르웨이에서 가장 큰 도시는 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33,tydi
english_polar_161,Did Amtrak make money last year?,en,-0.17,0.0,0.6,0.833,2.079,1,3.342,tydi
indonesian_content_11389,kapankah Musik rock di perkenalkan di indonesia?,id,0.219,0.0,0.0,0.5,2.303,0,3.022,tydi
arabic_content_5536,كيف يعرف الذكاء في علم النفس ؟,ar,-0.8,0.0,0.5,0.667,2.079,0,2.446,tydi
japanese_polar_637,柔道は日本が発祥地ですか？,ja,-0.553,0.0,0.0,0.5,2.303,1,2.25,tydi
korean_content_11113,중국에는 몇 개의 성이 있는가?,ko,0.184,0.0,0.0,1.0,1.946,0,3.13,tydi
english_content_4645,How expensive is it to live in Lithuania?,en,-0.578,1.0,0.667,0.5,2.303,0,3.892,tydi
arabic_polar_593,هل يعد مرض الحصبة من الأمراض المعدية؟,ar,-0.825,0.0,0.5,0.714,2.197,1,2.586,tydi
japanese_content_5570,人工言語の起源はいつ,ja,-1.19,0.0,0.0,0.571,2.079,0,1.46,tydi
indonesian_polar_100,apakah Plutarkhos nama seorang dewa?,id,1.518,0.0,0.0,0.5,2.079,1,4.097,tydi
finnish_polar_1378,Voiko liikkeenjohdon strategiaa opiskella yliopistossa?,fi,0.15,0.0,0.333,0.8,1.946,1,3.229,tydi
finnish_content_11679,Kuinka monta kilometriä on Luulajasta Haaparantaan?,fi,0.949,0.0,0.0,0.667,2.079,0,3.695,tydi
indonesian_content_3940,Di manakah pusat pemerintahan Dinasti Ayyubiyyah?,id,0.219,0.0,0.0,0.571,2.197,0,2.987,tydi
russian_content_9781,Сколько панфиловцев погибло при обороне Москвы в 1941?,ru,0.49,0.0,0.333,0.625,2.303,0,3.751,tydi
english_polar_92,Are there amino acids in oranges?,en,0.83,0.0,0.4,0.667,2.079,1,3.976,tydi
arabic_polar_43,هل توجد قواعد عسكرية فرنسية في جيبوتي؟,ar,-0.825,0.0,0.5,0.571,2.197,1,2.443,tydi
indonesian_content_7271,Kapan Kamera digital ditemukan ?,id,-0.781,0.0,0.333,1.0,1.792,0,2.344,tydi
arabic_polar_921,هل سبق وتواجه مارادونا وبيليه في مباراة كرة قدم؟,ar,1.175,0.0,0.389,0.5,2.639,1,4.703,tydi
finnish_content_72,Mihin Karl Adam Nils Gabriel Hård af Segerstad menehtyi?,fi,-0.051,0.0,0.333,0.889,2.398,0,3.569,tydi
english_polar_764,Do all chicken eggs have salmonella?,en,-0.17,0.0,0.4,0.667,2.079,1,2.976,tydi
russian_polar_1186,Приезжали ли Roxy Music с концертом в Россию?,ru,0.5,0.0,0.6,0.375,2.303,1,3.778,tydi
indonesian_polar_96,apakah Elizabeth Bowes-Lyon seorang Ibu suri?,id,-0.482,0.0,0.0,0.714,2.197,1,2.429,tydi
indonesian_content_5692,Siapakah Ridley Scott?,id,-0.781,0.0,0.0,0.5,1.792,0,1.511,tydi
korean_polar_68,그래핀의 열 전도도는 5000k로 높은 열 전도도를 가진 다이아몬드의 2배 이상인가요?,ko,1.864,1.0,0.5,1.0,2.565,1,6.929,tydi
finnish_polar_1551,Monesko Yhdysvaltain presidentti Jimmy Carter oli?,fi,0.15,0.0,0.0,0.667,2.079,1,2.896,tydi
english_polar_932,Do some countries have compulsory voting?,en,-0.17,0.0,0.4,0.667,2.079,1,2.976,tydi
russian_polar_930,Изучают философию в российской школе на март 2019?,ru,-0.5,0.0,0.6,0.75,2.303,1,3.153,tydi
russian_polar_1640,Ницше изучал теологию?,ru,-1.5,0.0,0.4,1.0,1.609,1,1.509,tydi
english_polar_908,Is there a sequel to Prison Break?,en,0.83,0.0,0.4,0.571,2.197,1,3.998,tydi
finnish_polar_111,Käytetäänkö helikoptereita paljon sotilaallisissa tehtävissä?,fi,0.15,0.0,0.5,1.0,1.946,1,3.596,tydi
finnish_polar_390,"Tarkoittaako Baltian maat Viroa, Latviaa ja Liettuaa?",fi,1.15,0.0,0.333,0.857,2.303,1,4.643,tydi
english_content_4820,When was the Arab Republic of Egypt founded?,en,0.422,0.0,0.5,0.625,2.303,0,3.85,tydi
finnish_content_5323,Miten munkki määritellään?,fi,-1.051,0.0,0.333,1.0,1.609,0,1.891,tydi
english_content_6581,Where do Sun Bears live?,en,-0.578,0.0,0.333,0.8,1.946,0,2.501,tydi
english_polar_1181,Does the Metro Tunnel in Melbourne go underwater?,en,0.83,0.0,0.4,0.625,2.303,1,4.158,tydi
korean_content_8869,중국에서 가장 큰 다리는 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33,tydi
japanese_content_20,白人至上主義を提唱したのは誰？,ja,-0.19,1.0,0.5,0.4,2.485,0,4.195,tydi
arabic_polar_1527,هل تعد الهند جمهورية فيدرالية؟,ar,-0.825,0.0,0.333,0.8,1.946,1,2.254,tydi
indonesian_content_2975,kapankah Menteri Kelautan dan Perikanan Indonesia didirikan?,id,0.219,0.0,0.333,0.75,2.303,0,3.605,tydi
arabic_content_5275,متى كانت الحروب الصليبية؟,ar,-0.8,0.0,0.333,0.75,1.792,0,2.075,tydi
arabic_polar_124,هل نوع الخط الفارسي هو أحد الخطوط العربية؟,ar,0.175,0.0,0.0,0.75,2.303,1,3.228,tydi
finnish_polar_498,Oliko Stutthofissa suomalaisia sotilaita?,fi,0.15,0.0,0.0,0.75,1.792,1,2.692,tydi
finnish_polar_1117,Onko Suomessa myrkyllisiä käärmeitä?,fi,0.15,0.0,0.0,0.75,1.792,1,2.692,tydi
japanese_polar_829,ドイツはＦＩＦＡ、サッカーワールドカップで優勝したことは ある？,ja,0.447,1.0,0.4,0.615,2.773,1,5.235,tydi
english_polar_731,Is China socialist?,en,-1.17,0.0,0.0,0.667,1.609,1,1.106,tydi
english_polar_470,Are proton pump inhibitors available over the counter in the U.S.?,en,0.83,0.0,0.0,0.545,2.565,1,3.94,tydi
korean_content_4806,칼륨의 원소 기호는 무엇인가?,ko,-0.816,0.0,0.2,1.0,1.792,0,2.176,tydi
japanese_polar_330,ボブ・フォッシーは振付家ですか？,ja,-0.553,0.0,0.0,0.5,2.303,1,2.25,tydi
english_polar_253,Is the Scottish Parliament building in similar style to the English?,en,0.83,1.0,0.0,0.545,2.565,1,4.94,tydi
arabic_content_11269,أين يقع مسجد الإمام علي ؟,ar,0.2,0.0,0.333,0.6,1.946,0,3.079,tydi
english_content_7162,"Where is Bath, England?",en,-1.578,0.0,0.0,0.75,1.946,0,1.118,tydi
english_polar_27,Is there a language other than Spanish spoken in Spain?,en,1.83,1.0,0.3,0.6,2.485,1,6.215,tydi
indonesian_content_10458,dimanakah Marsekal Madya Udara TNI Omar Dhani dilahirkan?,id,1.219,0.0,0.333,0.889,2.398,0,4.839,tydi
japanese_content_1601,キリスト教徒が神に対する尊敬を表すのに使われる言葉は何,ja,2.81,1.5,0.278,0.529,2.89,0,8.007,tydi
arabic_content_5011,من أوصل المسيحية إلى جنوب أفريقيا ؟,ar,-0.8,0.0,0.0,0.5,2.079,0,1.779,tydi
finnish_polar_1587,Olivatko ihmisten esi-isät luolamiehiä?,fi,0.15,0.0,0.0,0.75,1.792,1,2.692,tydi
korean_polar_40,현재의 영상을 부호화 하기 위하여 기존에 부호화 된 영상의 영역을 가져와서 예측을 하도록 하는 것이 주 목적인가요?,ko,3.864,1.0,0.562,0.824,2.944,1,9.194,tydi
english_content_7508,What is one divided by infinity?,en,-0.578,0.0,0.667,0.333,2.079,0,2.501,tydi
korean_polar_222,로마는 지중해성 기후인가요?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973,tydi
indonesian_content_9213,kapankah Love Nikki-Dress Up Queen dirilis pertama kali?,id,1.219,0.0,0.5,0.889,2.398,0,5.006,tydi
japanese_polar_1016,韓国光復軍は日本と戦った？,ja,-0.553,0.0,0.4,0.625,2.303,1,2.775,tydi
japanese_content_4298,重巡洋艦ニューオーリンズの初代船長は誰？,ja,-0.19,0.0,0.0,0.7,2.485,0,2.995,tydi
indonesian_content_7437,kapankah Deforestasi pertama kali terjadi di malaysia?,id,-0.781,0.0,0.667,0.75,2.303,0,2.939,tydi
russian_polar_317,В честь Лютера Бёрбанка назван сорт картофеля?,ru,0.5,0.0,0.4,0.857,2.197,1,3.954,tydi
indonesian_polar_433,apakah Livemocha termasuk sebuah situs gratis?,id,-0.482,0.0,0.75,0.714,2.197,1,3.179,tydi
russian_polar_391,Есть ли динофи́товые во́доросли в Черном море?,ru,-0.5,0.0,0.6,0.714,2.197,1,3.011,tydi
japanese_polar_1192,ホモフォビアは宗教と関係しますか？,ja,-0.553,0.0,0.6,0.444,2.398,1,2.889,tydi
korean_content_26,2018년 일본에서 가장 많이 판매된 음료수는 무엇인가?,ko,1.184,1.0,0.4,1.0,2.197,0,5.781,tydi
finnish_polar_420,Oliko Yhdysvaltain vapaussota osa Amerikan vallankumousta?,fi,0.15,0.0,0.0,0.833,2.079,1,3.062,tydi
english_polar_392,Is Dodge owned by Ford?,en,-0.17,0.0,0.6,0.6,1.946,1,2.976,tydi
korean_polar_299,"자연주의는 가설을 세우고, 예측하고, 실험하고, 그 과정을 다시 반복하는 식의 과학적 방법만이, 진실을 규명하는 효율적인 방식이라는 관점인가요?",ko,3.864,2.0,0.4,0.765,3.135,1,10.164,tydi
japanese_polar_924,テュレンヌは貴族出身？,ja,-0.553,0.0,0.0,0.75,1.792,1,1.989,tydi
indonesian_polar_137,apakah di Indonesia terdapat Lamun?,id,-0.482,0.0,0.75,0.667,2.079,1,3.014,tydi
finnish_polar_1123,Oliko Roald Amundsen ensimmäinen ihminen joka vieraili Etelänavalla?,fi,1.15,1.0,0.333,0.75,2.303,1,5.536,tydi
arabic_content_7575,متى ولد توفيق الحكيم؟,ar,-0.8,0.0,0.0,0.25,1.792,0,1.242,tydi
arabic_polar_1098,هل ميدواي لازالت تعتبر قاعدة عسكرية ؟,ar,-0.825,0.0,0.5,0.5,2.079,1,2.254,tydi
finnish_polar_956,Onko Englannin kuningatar vastuussa Englannin armeijasta?,fi,0.15,0.0,0.0,0.833,2.079,1,3.062,tydi
indonesian_polar_431,Apakah Internet Explorer juga termasuk mesin pencari?,id,-0.482,0.0,1.0,0.875,2.303,1,3.696,tydi
finnish_content_3209,Missä Pispan asuinpaikka sijaitsee?,fi,-0.051,0.0,0.333,0.75,1.792,0,2.824,tydi
finnish_polar_1276,Onko toteutettavan kilpailupolitiikan tavoitteena EU:ssa taata markkinoiden mahdollisimman tehokas toiminta?,fi,2.15,1.0,0.083,0.9,2.485,1,6.618,tydi
russian_content_11803,"Когда впервые были упомянуты в литературе ""Скифские монахи""?",ru,-0.51,0.0,0.833,0.75,2.485,0,3.558,tydi
arabic_polar_785,هل يسبب الديسك آلام في الأرجل ؟,ar,-0.825,0.0,0.5,0.571,2.197,1,2.443,tydi
arabic_polar_58,هل يتم استخدام الطاقة النووية في الامارات؟,ar,0.175,0.0,0.167,0.714,2.197,1,3.253,tydi
arabic_polar_66,هل سائل العصارة الصفرواية مر الطعم؟,ar,-0.825,0.0,0.0,0.833,2.079,1,2.087,tydi
arabic_content_7309,ما هي قوة الطرد المركزي؟,ar,0.2,0.0,0.0,0.6,1.946,0,2.746,tydi
japanese_polar_613,織田信成は織田信長の子孫？,ja,-0.553,0.0,0.0,0.714,2.197,1,2.358,tydi
english_content_2220,Which is the oldest language in India?,en,0.422,0.0,0.0,0.429,2.197,0,3.048,tydi
arabic_polar_907,هل يوجد الرخام في اليمن؟,ar,-0.825,0.0,0.5,0.6,1.946,1,2.221,tydi
arabic_polar_440,هل التوقع من العواطف الإيجابية ؟,ar,-0.825,0.0,0.0,0.6,1.946,1,1.721,tydi
japanese_polar_910,ジャンボ 鶴田は結婚していますか？,ja,-0.553,1.0,0.4,0.444,2.398,1,3.689,tydi
japanese_polar_1037,シャーロット・パーキンス・ギルマンに夫はいた？,ja,-0.553,0.0,0.4,0.5,2.485,1,2.832,tydi
russian_polar_1270,Школьное образование бесплатно в Российской Федерации?,ru,-0.5,0.0,0.0,0.833,2.079,1,2.412,tydi
english_content_160,How long is a general apprenticeship in terms of years?,en,0.422,0.0,0.0,0.6,2.485,0,3.507,tydi
japanese_polar_661,スワヒリ語は特定の文字を持つ？,ja,0.447,0.0,0.4,0.625,2.303,1,3.775,tydi
english_content_1078,How many episodes of CBS's The Early Show were there?,en,1.422,0.0,0.0,0.7,2.485,0,4.607,tydi
arabic_content_16698,ماهو متوسط تكاليف السفرلمدة يوميين إلي المملكة الأردنية ؟,ar,0.2,0.0,0.0,0.75,2.303,0,3.253,tydi
