unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score,lang_norm_complexity_score,complexity_score_destroyed
english_content_766,How many seasons does Breaking Bad have?,en,0.155,0.286,0.0,0.333,0.857,0.19,0,1.822,0.4608781776163751,0.37438098382304397
english_content_5037,How much is an Atari currently worth?,en,0.248,0.143,0.0,0.0,0.714,0.19,0,1.296,0.2872235061076263,0.2598217233410367
russian_content_12851,Где происходит действие игры Assassin’s Creed?,ru,0.096,0.375,0.0,0.333,0.5,0.122,0,1.426,0.3041436464088398,0.19198895027624313
english_polar_977,Did the Havana hurricane make landfall in the US?,en,0.229,0.25,0.0,0.6,0.389,0.462,1,1.929,0.4962033674480027,0.6576427863981513
arabic_polar_549,هل هناك علاج لمرض حمى الضنك؟,ar,0.0,0.429,0.0,0.0,0.75,0.167,1,1.345,0.3759630200308166,0.26687211093990754
indonesian_polar_282,Apakah Theodore Beza pernah menulis buku?,id,0.337,0.25,0.0,1.0,0.762,0.4,1,2.749,0.6397188049209139,0.2885178676039836
english_content_7454,In what episode of Home and Away did the character Ruby Buckton first appear?,en,0.301,0.429,0.0,0.5,0.571,0.524,0,2.324,0.6266094420600858,0.3575437438098382
russian_content_3844,Какая масса «Могами»?,ru,0.112,0.0,0.0,0.0,0.667,0.049,0,0.827,0.1386740331491713,0.2997237569060774
finnish_polar_457,Kasvaako valkosipulia Suomessa?,fi,0.095,0.0,0.0,0.333,1.0,0.0,1,1.428,0.35255223485850307,0.10711451996826238
finnish_content_4026,Mihin machetea käytetään?,fi,0.086,0.0,0.0,0.333,0.583,0.0,0,1.003,0.24014810896588204,0.40888653795292257
russian_content_9387,Когда был создан Международный Дельфийский комитет?,ru,0.179,0.125,0.0,0.5,0.833,0.073,0,1.711,0.38287292817679563,0.27127071823204424
finnish_polar_77,Onko Jani Keinänen pelannut jääkiekko Tanskassa?,fi,0.152,0.25,0.0,0.5,0.75,0.231,1,1.883,0.472890769637662,0.22586617297011374
russian_content_7562,Чем говор отличается от произношения?,ru,0.112,0.125,0.0,0.5,0.6,0.049,0,1.386,0.29309392265193374,0.17430939226519337
english_polar_97,Do you win money on fantasy football?,en,0.19,0.25,0.0,0.6,0.411,0.308,1,1.759,0.44007923407065036,0.43941895014856386
russian_content_12658,Когда была основана КНА?,ru,0.075,0.0,0.0,0.5,0.75,0.024,0,1.349,0.2828729281767956,0.4091160220994476
finnish_polar_1859,Onko PerkinElmer Inc.,fi,0.0,0.25,0.0,0.167,1.0,0.0,1,1.417,0.34964295160010583,0.32583972494049196
russian_content_2588,Где живет Янукович в 2019 году?,ru,0.179,0.125,0.0,0.5,0.833,0.073,0,1.711,0.38287292817679563,0.18646408839779008
russian_content_1673,Кто руководил первой экспедицией на шхуне «Фрам»?,ru,0.187,0.125,0.0,0.5,0.714,0.146,0,1.672,0.3720994475138122,0.47182320441988956
finnish_content_14922,Mikä on Afrikan pisin joki?,fi,0.13,0.333,0.0,0.0,0.5,0.118,0,1.081,0.26077757207088076,0.27215022480825185
arabic_polar_1936,هل تسقط بؤرة الضوء أمام الشبكية في الحسر؟,ar,0.49,0.143,0.0,0.5,0.703,0.278,1,2.114,0.6129429892141756,0.35808936825885973
russian_polar_233,Смогли ли предотвратить взрыв при аварии на АЭС Три-Майл-Айленд?,ru,0.2,0.6,0.5,0.4,0.667,0.333,1,2.7,0.6560773480662984,0.5400552486187845
english_content_2621,What have the Montana Vigilantes done?,en,0.298,0.143,0.0,0.333,0.5,0.143,0,1.417,0.3271706833938594,0.1954440409376032
finnish_polar_749,Onko pullokuonodelfiinin selkäevässä luuta tai lihasta?,fi,0.076,0.5,0.0,0.0,0.5,0.231,1,1.307,0.32055011901613334,0.4035969320285639
korean_polar_278,프리드리히 2세는 신성 로마 제국의 황제인가요?,ko,0.174,0.125,0.0,0.5,0.722,0.067,1,1.588,0.27372654155495985,0.2680965147453083
russian_content_10713,Когда был открыт первый спутник Юпитера?,ru,0.09,0.125,0.0,0.5,0.833,0.073,0,1.621,0.35801104972375697,0.5867403314917127
finnish_polar_1780,Onko tammi lautapeli?,fi,0.095,0.0,0.0,0.0,0.5,0.0,1,0.595,0.1322401481089659,0.7704311028828352
japanese_content_4630,日本最古の野球漫画は何,ja,0.035,0.143,0.0,0.0,0.737,0.15,0,1.064,0.21403872752420466,0.29011065006915626
korean_content_8997,유언자가 손으로 직접 쓰는 형식의 유언은 어떤 유언을 말하나요?,ko,0.25,0.2,0.5,0.333,1.0,0.154,0,2.437,0.5013404825737265,0.2595174262734585
arabic_polar_606,هل إستعمرت فرنسا مصر؟,ar,0.143,0.0,0.0,0.333,0.562,0.056,1,1.094,0.29861325115562404,0.5214175654853621
english_content_2450,How many victims of human trafficking were reported in 2017 in Argentina?,en,0.186,0.286,0.0,0.667,0.583,0.429,0,2.15,0.5691647408385606,0.5658633212281282
finnish_content_9484,Mikä on Suomen syvin järvi?,fi,0.13,0.333,0.0,0.0,0.5,0.118,0,1.081,0.26077757207088076,0.26077757207088076
korean_polar_242,디젤 기관은 실린더 안에 공기를 압축해서 온도를 높인 후 연료를 실린더 안에 분출하면서 스스로 점화되도록 하는 장치인가요?,ko,0.38,0.5,0.5,0.5,0.706,0.311,1,2.897,0.6246648793565684,0.14932975871313678
arabic_content_18067,ما هي فترة أسوكا؟,ar,0.105,0.125,0.0,0.0,0.25,0.059,0,0.539,0.1275808936825886,0.6705701078582434
finnish_content_7596,Mikä on Intian itsenäisyys päivä?,fi,0.13,0.333,0.0,0.0,0.5,0.118,0,1.081,0.26077757207088076,0.2279820153398572
japanese_polar_787,ガス式のライターはある？,ja,0.042,0.333,0.0,0.2,0.524,0.13,1,1.23,0.27143845089903174,0.7154218533886583
finnish_content_2457,Milloin kuulakärki kynä on keksitty?,fi,0.173,0.167,0.0,0.5,0.75,0.118,0,1.707,0.4263422375033061,0.3446178259719651
japanese_polar_1188,ベネディクト・アーノルド5世に子どもはいる？,ja,0.221,0.167,0.0,0.4,0.365,0.261,1,1.414,0.33506224066390033,0.21957123098201933
english_polar_603,Is it bad to eat gum?,en,0.091,0.25,0.5,0.4,0.312,0.231,1,1.785,0.44866292505777483,0.2713766919775504
russian_content_4177,Какая зарплата у Ангелы Меркель в 2019 году?,ru,0.224,0.25,0.0,0.0,0.625,0.122,0,1.221,0.2475138121546962,0.5049723756906078
english_polar_1065,Did Empire fire Jessie?,en,0.076,0.0,0.0,0.4,0.656,0.077,1,1.209,0.2585011554968637,0.5321888412017167
indonesian_polar_97,Apakah Yesus memiliki Ibu?,id,0.127,0.25,0.0,0.75,0.667,0.2,1,1.993,0.4182776801405976,0.17896895137668423
japanese_content_1164,普仏戦争当時のフランスのトップは誰？,ja,0.116,0.286,0.0,0.0,0.561,0.3,0,1.263,0.28284923928077443,0.33264177040110643
russian_polar_596,Был Па́вел Ива́нович Ме́льников женат?,ru,0.6,0.2,0.0,0.0,0.8,0.111,1,1.711,0.38287292817679563,0.45165745856353595
russian_polar_973,Имеет фотон массу?,ru,0.2,0.0,0.0,0.4,1.0,0.0,1,1.6,0.3522099447513813,0.1312154696132597
japanese_polar_657,髪の色は遺伝子で決定する？,ja,0.116,0.333,0.0,0.4,0.365,0.261,1,1.475,0.35615491009681877,0.3267634854771783
japanese_polar_335,潜水艦スレッシャーは戦争に参加した？,ja,0.116,0.167,0.0,0.4,0.365,0.261,1,1.309,0.29875518672199164,0.13692946058091282
korean_polar_195,산스크리트어는 베다 산스크리트어의 발전형인가요?,ko,0.145,0.125,0.0,0.5,1.0,0.022,1,1.792,0.32841823056300273,0.2975871313672923
arabic_content_9084,متى تأسست شركة نظام تيرنر للبث؟,ar,0.063,0.25,0.0,0.333,0.5,0.176,0,1.323,0.36918335901386745,0.6058551617873652
indonesian_polar_115,Apakah Blok Cepu merupakah ladang penghasil minyak tertua di dunia?,id,0.261,0.75,0.0,1.0,0.583,0.9,1,3.494,0.8579379027533686,0.44991212653778556
indonesian_content_9650,Dimana Robert Guiscard lahir ?,id,0.184,0.111,0.0,0.333,1.0,0.059,0,1.687,0.3286467486818981,0.029876977152899848
finnish_content_6746,Missä oli Suomen ensimmäinen jääkiekko kenttä?,fi,0.138,0.5,0.0,0.0,0.583,0.176,0,1.398,0.3446178259719651,0.2105263157894737
indonesian_polar_240,apakah Sunan Kudus pernah menikah?,id,0.422,0.25,0.0,0.75,0.722,0.3,1,2.444,0.5503807850029291,0.6397188049209139
russian_content_281,Кто первым в мире совершил Ка́минг-а́ут?,ru,0.261,0.25,0.0,0.5,0.714,0.098,0,1.823,0.41381215469613264,0.3129834254143647
japanese_content_6153,プロレスの起源はどこ？,ja,0.058,0.286,0.0,0.0,0.316,0.1,0,0.759,0.10857538035961271,0.6476486860304287
japanese_polar_995,ウガンダに独裁政権は存在した？,ja,0.139,0.167,0.0,0.4,0.286,0.217,1,1.208,0.2638312586445366,0.5273167358229598
arabic_content_7735,ما النظام السياسي في العراق؟,ar,0.158,0.25,0.0,0.0,0.6,0.118,0,1.126,0.3084745762711864,0.9510015408320492
korean_content_7483,장수말벌이 가장 많은 나라는 어디인가?,ko,0.083,0.2,0.0,0.2,1.0,0.051,0,1.535,0.2595174262734585,0.35764075067024137
finnish_polar_489,Onko Lemony Snicketin oikea nimi Daniel Handler?,fi,0.19,0.5,0.0,0.0,0.786,0.308,1,1.783,0.44644274001586887,0.35043639248875963
russian_content_11009,Кто был главным художником игры Freelancer?,ru,0.134,0.125,0.0,0.0,0.5,0.073,0,0.832,0.14005524861878452,0.4077348066298343
japanese_content_5542,Twelve Years a Slaveが映画化されたのはいつ,ja,0.327,0.286,0.0,0.0,0.413,0.45,0,1.476,0.3565006915629322,0.7569156293222683
finnish_content_10174,Kuka on luonut internetin?,fi,0.058,0.0,0.0,0.333,0.375,0.059,0,0.825,0.1930706162390902,0.23829674689235655
english_content_8621,What style of music does Karolina Gočeva produce?,en,0.239,0.286,0.0,0.333,0.625,0.238,0,1.721,0.427533839551007,0.3575437438098382
indonesian_content_9888,Kapan novel We Need to Talk About Kevin dirilis?,id,0.299,0.667,0.0,0.333,1.0,0.353,0,2.652,0.6113063854715876,0.15729349736379616
finnish_polar_1616,Onko Banat Al-Riyadh -teos ravisuttanut saudiarabialaista yhteiskuntaa?,fi,0.158,0.5,0.0,0.333,0.786,0.308,1,2.085,0.5263157894736843,0.44379793705368953
korean_polar_306,토종벌낭충봉아부패병의 원인 바이러스는 한국형 낭충봉아부패병 바이러스인가요?,ko,0.13,0.125,0.0,0.5,1.0,0.067,1,1.822,0.336461126005362,0.364343163538874
indonesian_polar_406,apakah Václav I mempunyai seorang anak?,id,0.267,0.25,0.0,0.75,0.524,0.4,1,2.191,0.4762741652021089,0.5694200351493849
arabic_polar_1265,هل عاش الطبيب والعالم أبو الحكم الدمشقي في العصر الأموي؟,ar,0.471,0.286,0.0,0.333,0.614,0.444,1,2.149,0.623728813559322,0.41602465331278893
korean_content_26,2018년 일본에서 가장 많이 판매된 음료수는 무엇인가?,ko,0.333,0.3,0.5,0.4,1.0,0.103,0,2.636,0.554691689008043,0.48364611260053625
russian_content_807,Когда в России пустили первый поезд?,ru,0.134,0.125,0.0,0.5,0.667,0.073,0,1.499,0.32430939226519345,0.3558011049723757
finnish_content_14269,Mikä on CATALISE-paneeli?,fi,0.086,0.0,0.0,0.0,0.167,0.0,0,0.253,0.04178788680243322,0.3729172176672838
japanese_content_4601,ミマール・スィナンの死因は何,ja,0.058,0.286,0.0,0.0,0.361,0.15,0,0.854,0.14142461964038724,0.39799446749654216
english_content_5192,How important is Vitamin E?,en,0.093,0.143,0.0,0.0,0.8,0.095,0,1.131,0.2327500825354903,0.38197424892703863
finnish_polar_653,Onko Sheev Palpatine sivuhenkilö elokuvassa Tähtien sota?,fi,0.158,0.25,0.0,0.0,0.786,0.308,1,1.502,0.37212377677863,0.4255487966146522
japanese_polar_1051,貴ノ花 利彰は結婚した？,ja,0.063,0.167,0.0,0.2,0.388,0.174,1,0.992,0.1891424619640387,0.4813278008298754
indonesian_polar_190,apakah Baitul Maqdis tempat Ibadah umat Yahudi?,id,0.036,0.75,0.0,0.0,0.792,0.5,1,2.078,0.44317516110134736,0.1531927357937903
arabic_content_17873,من هو هاينريش هيملر؟,ar,0.105,0.25,0.0,0.0,0.0,0.059,0,0.414,0.08906009244992295,0.20462249614791989
finnish_content_13453,Mikä on jalkapallojoukkue Glasgow Rangersin kotikenttä?,fi,0.173,0.333,0.0,0.0,0.583,0.176,0,1.266,0.30970642687119815,0.29886273472626296
finnish_content_506,Minä vuonna Auto Union lopetti toimintansa?,fi,0.207,0.167,0.0,0.667,0.792,0.176,0,2.009,0.5062152869611214,0.43295424490875434
indonesian_polar_63,apakah kalsium termasuk mineral?,id,0.127,0.25,0.0,0.75,0.667,0.2,1,1.993,0.4182776801405976,0.5254833040421792
russian_content_7988,Когда был создан язык C++?,ru,0.075,0.25,0.0,0.5,0.429,0.098,0,1.351,0.2834254143646409,0.16077348066298347
korean_content_1522,백악관은 어디에 있는가?,ko,0.167,0.0,0.0,0.0,1.0,0.0,0,1.167,0.16085790884718504,0.2680965147453083
russian_polar_379,Муж Мари́и Волконской был декабристом?,ru,0.3,0.4,0.0,0.0,0.8,0.111,1,1.611,0.3552486187845304,0.25138121546961334
indonesian_polar_298,apakah ada Gereja Ortodoks di Indonesia?,id,0.127,0.5,0.0,0.5,0.524,0.4,1,2.05,0.43497363796133565,0.672231985940246
indonesian_polar_470,Apakah Balon Lebaran Ponorogo berbahaya?,id,0.422,0.5,0.0,0.5,0.722,0.3,1,2.444,0.5503807850029291,0.21323960164030462
korean_polar_286,성리학을 주자학이라고도 하나요?,ko,0.0,0.125,0.0,0.25,1.0,0.0,1,1.375,0.21662198391420914,0.42037533512064346
russian_polar_942,Бензодиазепи́ны вызывают физическую зависимость?,ru,0.133,0.2,0.0,0.4,1.0,0.056,1,1.789,0.4044198895027625,0.0
japanese_polar_559,大韓民国に共産主義の政党はある？,ja,0.169,0.333,0.0,0.4,0.571,0.304,1,1.778,0.4609266943291839,0.49481327800829866
japanese_content_1197,デカルトの出身はどこ？,ja,0.058,0.286,0.0,0.0,0.316,0.1,0,0.759,0.10857538035961271,0.2368603042876901
finnish_content_12945,Kuinka pitkään länsirintama pysyi samana?,fi,0.043,0.167,0.0,0.5,0.75,0.118,0,1.578,0.39222427929119286,0.13356254959005556
indonesian_content_11316,siapakah istri George Herbert Walker Bush?,id,0.031,0.444,0.0,0.0,0.619,0.235,0,1.329,0.22378441710603397,0.1751611013473931
finnish_content_10486,Kuka on käsikirjoittanut Transformer -elokuvien ensimmäisen osan?,fi,0.144,0.333,0.0,0.333,0.643,0.235,0,1.689,0.4215815921713833,0.35255223485850307
russian_polar_757,Сохранилось ли прижизненное изображение Вильгельма Завоевателя?,ru,0.16,0.4,0.0,0.4,0.833,0.167,1,1.96,0.45165745856353595,0.37044198895027625
russian_content_4257,Когда был выпущен первый Chevrolet Camaro?,ru,0.09,0.125,0.0,0.5,0.5,0.073,0,1.288,0.26602209944751387,0.1707182320441989
finnish_content_9633,Mitä doktriini tarkoittaa?,fi,0.086,0.0,0.0,0.333,0.583,0.0,0,1.003,0.24014810896588204,0.24014810896588204
korean_polar_345,"팔분위각(八分位角)은 세미스퀘어(semi-square, SSq)는 45°의 각도인가요?",ko,0.734,0.125,0.0,0.75,0.074,0.2,1,1.883,0.3528150134048258,0.1638069705093834
korean_polar_319,북학파를 중상학파라고도 하나요?,ko,0.0,0.125,0.0,0.25,1.0,0.0,1,1.375,0.21662198391420914,0.2595174262734585
japanese_polar_687,滑空競技ではエンジンを使いますか？,ja,0.142,0.167,0.0,0.6,0.206,0.261,1,1.376,0.3219225449515905,0.09128630705394189
finnish_content_4452,Millä vuosisadalla valtio kielsi muinaisuskon harjoittamisen?,fi,0.069,0.167,0.0,0.5,0.792,0.176,0,1.704,0.4255487966146522,0.3501719121925417
russian_content_3539,Почему индусы не едят говядину?,ru,0.168,0.0,0.0,0.667,0.8,0.049,0,1.683,0.3751381215469614,0.3419889502762431
english_polar_1030,Is the movie Fantasia considered a Golden Age cartoon?,en,0.257,0.5,0.0,0.6,0.542,0.462,1,2.36,0.6384945526576428,0.5315285572796303
korean_polar_361,우리 민법은 유류분제도를 인정하나요?,ko,0.072,0.125,0.0,0.5,0.583,0.022,1,1.303,0.19731903485254693,0.4166219839142092
arabic_content_14768,من أول من مارس علم الفلك في عصر النهضة؟,ar,0.158,0.25,0.0,0.0,0.667,0.353,0,1.428,0.4015408320493066,0.4610169491525424
english_content_2524,How many days is the orbit of Mars?,en,0.08,0.286,0.0,0.0,0.625,0.238,0,1.229,0.26510399471772866,0.22977880488610108
finnish_polar_362,Oliko Aristoteles ensimmäinen filosofi?,fi,0.19,0.0,0.0,0.0,0.625,0.077,1,0.892,0.21079079608569165,0.4022745305474743
japanese_content_1541,Mリーグ 2018の開催地はどこ？,ja,0.074,0.286,0.0,0.0,0.474,0.25,0,1.084,0.220954356846473,0.7271784232365145
finnish_content_7572,Milloin S/S Yorkbrook -alus lähti viimeiselle Helsingistä Espanjaan suuntautuneelle matkalleen?,fi,0.173,0.5,0.5,0.417,1.0,0.412,0,3.001,0.7685797408093097,0.5204972229568898
english_polar_774,Can you die from orientia tsutsugamushi?,en,0.183,0.25,0.0,0.4,0.312,0.231,1,1.376,0.31363486299108617,0.5836909871244635
arabic_polar_811,هل يعتبر الخفاش من الثدييَّات ؟,ar,0.214,0.143,0.0,0.5,0.675,0.111,1,1.643,0.46779661016949153,0.37812018489984595
english_polar_383,Is the Danube river navigable?,en,0.229,0.25,0.0,0.0,0.45,0.154,1,1.082,0.21657312644437113,0.4645097391878508
japanese_polar_531,マタ・ハリはスパイですか？,ja,0.063,0.167,0.0,0.0,0.184,0.174,1,0.588,0.04944674965421851,0.571576763485477
arabic_content_5880,من هو ويل إيسنر؟,ar,0.105,0.125,0.0,0.0,0.0,0.059,0,0.289,0.05053929121725731,0.36332819722650234
arabic_polar_2026,هل يساعد برنامج الأمم المتحدة الإنمائي على الحكم الديموقراطي؟,ar,0.375,0.286,0.0,0.333,0.875,0.333,1,2.202,0.6400616332819722,0.4098613251155624
finnish_polar_591,Ovatko eksoottiset lemmikkieläimet kiellettyjä Suomessa?,fi,0.095,0.25,0.0,0.5,0.7,0.154,1,1.699,0.4242263951335626,0.3501719121925417
finnish_polar_1963,Onko Hondalla Honda Monkey lisäksi muita apinoiden mukaan nimettyjä mopo- ja moottoripyörämalleja?,fi,0.224,0.75,0.5,0.167,0.375,0.692,1,2.708,0.6910870140174558,0.4641629198624703
arabic_content_7207,ماهى آلة مرطب الهواء ؟,ar,0.0,0.25,0.0,0.0,0.75,0.059,0,1.059,0.2878274268104776,0.4526964560862866
arabic_content_8137,ماهو تعداد سكان باريس ؟,ar,0.0,0.25,0.0,0.0,0.5,0.059,0,0.809,0.2107858243451464,0.3340523882896764
russian_polar_347,Как звали мать Джеймса Ли Питерсона,ru,0.08,0.4,0.0,0.4,1.0,0.111,1,1.991,0.4602209944751382,0.34834254143646415
korean_polar_374,유상계약(有償契約)은 계약의 당사자가 상호간에 대가적(對價的) 의의를 갖는 출연(出捐：경제적 손실)을 하는 계약을 말하나요?,ko,0.625,0.75,0.5,0.5,0.804,0.4,1,3.579,0.8075067024128688,0.2680965147453083
indonesian_polar_211,apakah biseksual penyakit?,id,0.056,0.25,0.0,0.0,0.167,0.1,1,0.573,0.0023432923257176354,0.3957234915055653
japanese_polar_446,綺羅光は官能小説家？,ja,0.169,0.167,0.0,0.0,0.714,0.087,1,1.137,0.23928077455048405,0.30774550484094043
