language,model_type,task,split,submetric,layer,metric,real,control1,control2,control3,control_mean,selectivity,normalized_selectivity
fi,Ridge,single_submetric,test,avg_links_len,overall,mse,0.0178179830623748,0.0233950912494846,0.0222270832494752,0.0253820551333931,0.0236680765441176,0.0058500934817428,24.717232390381096
id,Ridge,single_submetric,test,avg_links_len,overall,mse,0.0263448763543937,0.0362438350816276,0.0353316097189432,0.0372178580471906,0.0362644342825871,0.0099195579281934,27.353405959393235
ja,Ridge,single_submetric,test,avg_links_len,overall,mse,0.0757571722221237,0.1068893062560196,0.1069637187140345,0.1066755145030401,0.1068428464910313,0.0310856742689076,29.094764216635767
ko,Ridge,single_submetric,test,avg_links_len,overall,mse,0.0200660760247972,0.0263883658213615,0.0264222607197322,0.0282746872594461,0.0270284379335132,0.006962361908716,25.75939433067736
ru,Ridge,single_submetric,test,avg_links_len,overall,mse,0.0188515791466277,0.0203916007052315,0.0196877436299557,0.0234047423250508,0.0211613622200793,0.0023097830734516,10.915096341292973
ar,Ridge,single_submetric,test,lexical_density,overall,mse,0.0678255595327193,0.0698992936697083,0.0701234784240058,0.07193870324499,0.0706538251129013,0.002828265580182,4.002990037216859
en,Ridge,single_submetric,test,lexical_density,overall,mse,0.0241041547426598,0.0332386865306844,0.0273206503774156,0.02760084790695,0.0293867282716833,0.0052825735290235,17.976051910868048
fi,Ridge,single_submetric,test,lexical_density,overall,mse,0.0582366677730357,0.0536963600477713,0.0581410275512951,0.0563246009285917,0.056053996175886,-0.0021826715971496,-3.893873311549257
id,Ridge,single_submetric,test,lexical_density,overall,mse,0.0378730408992781,0.0607756504481699,0.0767527515976588,0.0605156051166773,0.0660146690541686,0.0281416281548905,42.62935580544805
ja,Ridge,single_submetric,test,lexical_density,overall,mse,0.0770873584933994,0.0620038619409268,0.0622601380175865,0.066531105171678,0.0635983683767304,-0.0134889901166689,-21.209648078966048
ko,Ridge,single_submetric,test,lexical_density,overall,mse,0.0592314564206086,0.0787504546780209,0.0806955348900667,0.0842903425872647,0.081245444051784,0.0220139876311754,27.095657963472085
ru,Ridge,single_submetric,test,lexical_density,overall,mse,0.0430950803586705,0.0604120864849273,0.0641448392974655,0.0688094996232158,0.0644554751352028,0.0213603947765323,33.13976777260032
ar,probe,question_type,test,,,loss,0.6744702458381653,,,,,,
ar,probe,question_type,test,,,accuracy,0.8571428571428571,,,,,,
ar,probe,question_type,test,,,f1,0.8,,,,,,
ar,probe,question_type,test,,,precision,0.6666666666666666,,,,,,
ar,probe,question_type,test,,,recall,1.0,,,,,,
ar,probe,complexity,test,,,loss,0.0341235987842083,,,,,,
ar,probe,complexity,test,,,mse,0.0339929051697254,,,,,,
ar,probe,complexity,test,,,rmse,0.1843716495823732,,,,,,
ar,probe,complexity,test,,,r2,0.4139774441719055,,,,,,
en,probe,question_type,test,,,loss,0.5411098556859153,,,,,,
en,probe,question_type,test,,,accuracy,0.9363636363636364,,,,,,
en,probe,question_type,test,,,f1,0.9345794392523364,,,,,,
en,probe,question_type,test,,,precision,0.9615384615384616,,,,,,
en,probe,question_type,test,,,recall,0.9090909090909092,,,,,,
en,probe,complexity,test,,,loss,0.0164183376889143,,,,,,
en,probe,complexity,test,,,mse,0.0165211483836174,,,,,,
en,probe,complexity,test,,,rmse,0.1285346193973335,,,,,,
en,probe,complexity,test,,,r2,0.5713092088699341,,,,,,
fi,probe,question_type,test,,,loss,0.5635023202214923,,,,,,
fi,probe,question_type,test,,,accuracy,0.8909090909090909,,,,,,
fi,probe,question_type,test,,,f1,0.8928571428571429,,,,,,
fi,probe,question_type,test,,,precision,0.8771929824561403,,,,,,
fi,probe,question_type,test,,,recall,0.9090909090909092,,,,,,
fi,probe,complexity,test,,,loss,0.0252652303980929,,,,,,
fi,probe,complexity,test,,,mse,0.0253547076135873,,,,,,
fi,probe,complexity,test,,,rmse,0.1592316162500003,,,,,,
fi,probe,complexity,test,,,r2,0.357897400856018,,,,,,
id,probe,question_type,test,,,loss,0.6477775233132499,,,,,,
id,probe,question_type,test,,,accuracy,0.6909090909090909,,,,,,
id,probe,question_type,test,,,f1,0.6851851851851852,,,,,,
id,probe,question_type,test,,,precision,0.6981132075471698,,,,,,
id,probe,question_type,test,,,recall,0.6727272727272727,,,,,,
id,probe,complexity,test,,,loss,0.0243554646149277,,,,,,
id,probe,complexity,test,,,mse,0.0243533719331026,,,,,,
id,probe,complexity,test,,,rmse,0.1560556693398308,,,,,,
id,probe,complexity,test,,,r2,0.4027245640754699,,,,,,
ja,probe,question_type,test,,,loss,0.6093714932600657,,,,,,
ja,probe,question_type,test,,,accuracy,0.75,,,,,,
ja,probe,question_type,test,,,f1,0.8099173553719008,,,,,,
ja,probe,question_type,test,,,precision,0.7424242424242424,,,,,,
ja,probe,question_type,test,,,recall,0.8909090909090909,,,,,,
ja,probe,complexity,test,,,loss,0.0182700444323321,,,,,,
ja,probe,complexity,test,,,mse,0.0182128716260194,,,,,,
ja,probe,complexity,test,,,rmse,0.1349550726205557,,,,,,
ja,probe,complexity,test,,,r2,0.6501463651657104,,,,,,
ko,probe,question_type,test,,,loss,0.654461852141789,,,,,,
ko,probe,question_type,test,,,accuracy,0.6363636363636364,,,,,,
ko,probe,question_type,test,,,f1,0.574468085106383,,,,,,
ko,probe,question_type,test,,,precision,0.6923076923076923,,,,,,
ko,probe,question_type,test,,,recall,0.4909090909090909,,,,,,
ko,probe,complexity,test,,,loss,0.0208076068333217,,,,,,
ko,probe,complexity,test,,,mse,0.020859083160758,,,,,,
ko,probe,complexity,test,,,rmse,0.1444267397705771,,,,,,
ko,probe,complexity,test,,,r2,0.3523216843605041,,,,,,
ru,probe,question_type,test,,,loss,0.5435555492128644,,,,,,
ru,probe,question_type,test,,,accuracy,0.9090909090909092,,,,,,
ru,probe,question_type,test,,,f1,0.9019607843137256,,,,,,
ru,probe,question_type,test,,,precision,0.9787234042553192,,,,,,
ru,probe,question_type,test,,,recall,0.8363636363636363,,,,,,
ru,probe,complexity,test,,,loss,0.0454960976328168,,,,,,
ru,probe,complexity,test,,,mse,0.0453902594745159,,,,,,
ru,probe,complexity,test,,,rmse,0.2130498990248902,,,,,,
ru,probe,complexity,test,,,r2,-0.1481038331985473,,,,,,
ar,probe,question_type,test,,,loss,0.6869389533996582,,,,,,
ar,probe,question_type,test,,,accuracy,0.8571428571428571,,,,,,
ar,probe,question_type,test,,,f1,0.8,,,,,,
ar,probe,question_type,test,,,precision,0.6666666666666666,,,,,,
ar,probe,question_type,test,,,recall,1.0,,,,,,
ar,probe,complexity,test,,,loss,0.0336565919220447,,,,,,
ar,probe,complexity,test,,,mse,0.0333805195987224,,,,,,
ar,probe,complexity,test,,,rmse,0.1827033650448793,,,,,,
ar,probe,complexity,test,,,r2,0.4245346784591675,,,,,,
en,probe,question_type,test,,,loss,0.5568442940711975,,,,,,
en,probe,question_type,test,,,accuracy,0.8545454545454545,,,,,,
en,probe,question_type,test,,,f1,0.8461538461538461,,,,,,
en,probe,question_type,test,,,precision,0.8979591836734694,,,,,,
en,probe,question_type,test,,,recall,0.8,,,,,,
en,probe,complexity,test,,,loss,0.0181218098316873,,,,,,
en,probe,complexity,test,,,mse,0.0181737840175628,,,,,,
en,probe,complexity,test,,,rmse,0.1348101777224659,,,,,,
en,probe,complexity,test,,,r2,0.5284266471862793,,,,,,
fi,probe,question_type,test,,,loss,0.5558743562017169,,,,,,
fi,probe,question_type,test,,,accuracy,0.9181818181818182,,,,,,
fi,probe,question_type,test,,,f1,0.9217391304347826,,,,,,
fi,probe,question_type,test,,,precision,0.8833333333333333,,,,,,
fi,probe,question_type,test,,,recall,0.9636363636363636,,,,,,
fi,probe,complexity,test,,,loss,0.033858626548733,,,,,,
fi,probe,complexity,test,,,mse,0.0340434163808822,,,,,,
fi,probe,complexity,test,,,rmse,0.184508580778462,,,,,,
fi,probe,complexity,test,,,r2,0.1378577351570129,,,,,,
id,probe,question_type,test,,,loss,0.6423707689557757,,,,,,
id,probe,question_type,test,,,accuracy,0.7,,,,,,
id,probe,question_type,test,,,f1,0.6972477064220184,,,,,,
id,probe,question_type,test,,,precision,0.7037037037037037,,,,,,
id,probe,question_type,test,,,recall,0.6909090909090909,,,,,,
id,probe,complexity,test,,,loss,0.0251598540427429,,,,,,
id,probe,complexity,test,,,mse,0.0251258872449398,,,,,,
id,probe,complexity,test,,,rmse,0.1585114735435255,,,,,,
id,probe,complexity,test,,,r2,0.3837783336639404,,,,,,
ja,probe,question_type,test,,,loss,0.6503143658240637,,,,,,
ja,probe,question_type,test,,,accuracy,0.6847826086956522,,,,,,
ja,probe,question_type,test,,,f1,0.7786259541984732,,,,,,
ja,probe,question_type,test,,,precision,0.6710526315789473,,,,,,
ja,probe,question_type,test,,,recall,0.9272727272727272,,,,,,
ja,probe,complexity,test,,,loss,0.0276921439605454,,,,,,
ja,probe,complexity,test,,,mse,0.0279559548944234,,,,,,
ja,probe,complexity,test,,,rmse,0.1672003435834492,,,,,,
ja,probe,complexity,test,,,r2,0.4629901647567749,,,,,,
ko,probe,question_type,test,,,loss,0.6529799699783325,,,,,,
ko,probe,question_type,test,,,accuracy,0.6818181818181818,,,,,,
ko,probe,question_type,test,,,f1,0.6534653465346535,,,,,,
ko,probe,question_type,test,,,precision,0.717391304347826,,,,,,
ko,probe,question_type,test,,,recall,0.6,,,,,,
ko,probe,complexity,test,,,loss,0.0411309315157788,,,,,,
ko,probe,complexity,test,,,mse,0.0412877649068832,,,,,,
ko,probe,complexity,test,,,rmse,0.2031939096205475,,,,,,
ko,probe,complexity,test,,,r2,-0.2819925546646118,,,,,,
ru,probe,question_type,test,,,loss,0.541477518422263,,,,,,
ru,probe,question_type,test,,,accuracy,0.9,,,,,,
ru,probe,question_type,test,,,f1,0.8910891089108911,,,,,,
ru,probe,question_type,test,,,precision,0.9782608695652174,,,,,,
ru,probe,question_type,test,,,recall,0.8181818181818182,,,,,,
ru,probe,complexity,test,,,loss,0.0564258114567824,,,,,,
ru,probe,complexity,test,,,mse,0.0562731400132179,,,,,,
ru,probe,complexity,test,,,rmse,0.2372196029277891,,,,,,
ru,probe,complexity,test,,,r2,-0.4233760833740234,,,,,,
ar,probe,question_type,test,,,loss,0.7364547252655029,,,,,,
ar,probe,question_type,test,,,accuracy,0.7662337662337663,,,,,,
ar,probe,question_type,test,,,f1,0.7096774193548387,,,,,,
ar,probe,question_type,test,,,precision,0.55,,,,,,
ar,probe,question_type,test,,,recall,1.0,,,,,,
ar,probe,complexity,test,,,loss,0.0309948779642581,,,,,,
ar,probe,complexity,test,,,mse,0.0306976158171892,,,,,,
ar,probe,complexity,test,,,rmse,0.1752073509222407,,,,,,
ar,probe,complexity,test,,,r2,0.4707867503166199,,,,,,
en,probe,question_type,test,,,loss,0.5370370277336666,,,,,,
en,probe,question_type,test,,,accuracy,0.9090909090909092,,,,,,
en,probe,question_type,test,,,f1,0.9019607843137256,,,,,,
en,probe,question_type,test,,,precision,0.9787234042553192,,,,,,
en,probe,question_type,test,,,recall,0.8363636363636363,,,,,,
en,probe,complexity,test,,,loss,0.0223088968279106,,,,,,
en,probe,complexity,test,,,mse,0.0223008263856172,,,,,,
en,probe,complexity,test,,,rmse,0.1493346121487488,,,,,,
en,probe,complexity,test,,,r2,0.4213380813598633,,,,,,
fi,probe,question_type,test,,,loss,0.58535578421184,,,,,,
fi,probe,question_type,test,,,accuracy,0.8363636363636363,,,,,,
fi,probe,question_type,test,,,f1,0.8333333333333334,,,,,,
fi,probe,question_type,test,,,precision,0.8490566037735849,,,,,,
fi,probe,question_type,test,,,recall,0.8181818181818182,,,,,,
fi,probe,complexity,test,,,loss,0.0338245079453502,,,,,,
fi,probe,complexity,test,,,mse,0.034000888466835,,,,,,
fi,probe,complexity,test,,,rmse,0.184393298324085,,,,,,
fi,probe,complexity,test,,,r2,0.1389347314834594,,,,,,
id,probe,question_type,test,,,loss,0.644407366003309,,,,,,
id,probe,question_type,test,,,accuracy,0.7090909090909091,,,,,,
id,probe,question_type,test,,,f1,0.7142857142857143,,,,,,
id,probe,question_type,test,,,precision,0.7017543859649122,,,,,,
id,probe,question_type,test,,,recall,0.7272727272727273,,,,,,
id,probe,complexity,test,,,loss,0.0238451406891856,,,,,,
id,probe,complexity,test,,,mse,0.0238156225532293,,,,,,
id,probe,complexity,test,,,rmse,0.1543231108850172,,,,,,
id,probe,complexity,test,,,r2,0.4159130454063415,,,,,,
ja,probe,question_type,test,,,loss,0.6686145265897115,,,,,,
ja,probe,question_type,test,,,accuracy,0.6739130434782609,,,,,,
ja,probe,question_type,test,,,f1,0.7857142857142857,,,,,,
ja,probe,question_type,test,,,precision,0.6470588235294118,,,,,,
ja,probe,question_type,test,,,recall,1.0,,,,,,
ja,probe,complexity,test,,,loss,0.0190781556690732,,,,,,
ja,probe,complexity,test,,,mse,0.0191716905683279,,,,,,
ja,probe,complexity,test,,,rmse,0.1384618740604355,,,,,,
ja,probe,complexity,test,,,r2,0.6317282915115356,,,,,,
ko,probe,question_type,test,,,loss,0.6664085558482579,,,,,,
ko,probe,question_type,test,,,accuracy,0.6636363636363637,,,,,,
ko,probe,question_type,test,,,f1,0.6407766990291263,,,,,,
ko,probe,question_type,test,,,precision,0.6875,,,,,,
ko,probe,question_type,test,,,recall,0.6,,,,,,
ko,probe,complexity,test,,,loss,0.0426411011389323,,,,,,
ko,probe,complexity,test,,,mse,0.0428705997765064,,,,,,
ko,probe,complexity,test,,,rmse,0.2070521667998343,,,,,,
ko,probe,complexity,test,,,r2,-0.3311399221420288,,,,,,
ru,probe,question_type,test,,,loss,0.5313144879681724,,,,,,
ru,probe,question_type,test,,,accuracy,0.9545454545454546,,,,,,
ru,probe,question_type,test,,,f1,0.9541284403669724,,,,,,
ru,probe,question_type,test,,,precision,0.9629629629629628,,,,,,
ru,probe,question_type,test,,,recall,0.9454545454545454,,,,,,
ru,probe,complexity,test,,,loss,0.0610560482101781,,,,,,
ru,probe,complexity,test,,,mse,0.0609100200235843,,,,,,
ru,probe,complexity,test,,,rmse,0.2467995543423536,,,,,,
ru,probe,complexity,test,,,r2,-0.5406616926193237,,,,,,
ar,probe,question_type,test,,,loss,0.7188438773155212,,,,,,
ar,probe,question_type,test,,,accuracy,0.7792207792207793,,,,,,
ar,probe,question_type,test,,,f1,0.6792452830188679,,,,,,
ar,probe,question_type,test,,,precision,0.5806451612903226,,,,,,
ar,probe,question_type,test,,,recall,0.8181818181818182,,,,,,
ar,probe,complexity,test,,,loss,0.0303212858736515,,,,,,
ar,probe,complexity,test,,,mse,0.0301980506628751,,,,,,
ar,probe,complexity,test,,,rmse,0.1737758632919865,,,,,,
ar,probe,complexity,test,,,r2,0.479399025440216,,,,,,
en,probe,question_type,test,,,loss,0.5240281862871987,,,,,,
en,probe,question_type,test,,,accuracy,0.9545454545454546,,,,,,
en,probe,question_type,test,,,f1,0.9523809523809524,,,,,,
en,probe,question_type,test,,,precision,1.0,,,,,,
en,probe,question_type,test,,,recall,0.9090909090909092,,,,,,
en,probe,complexity,test,,,loss,0.0203609024839741,,,,,,
en,probe,complexity,test,,,mse,0.0203608497977256,,,,,,
en,probe,complexity,test,,,rmse,0.1426914496307528,,,,,,
en,probe,complexity,test,,,r2,0.4716766476631164,,,,,,
fi,probe,question_type,test,,,loss,0.5623774869101388,,,,,,
fi,probe,question_type,test,,,accuracy,0.8818181818181818,,,,,,
fi,probe,question_type,test,,,f1,0.8849557522123894,,,,,,
fi,probe,question_type,test,,,precision,0.8620689655172413,,,,,,
fi,probe,question_type,test,,,recall,0.9090909090909092,,,,,,
fi,probe,complexity,test,,,loss,0.0303404969828469,,,,,,
fi,probe,complexity,test,,,mse,0.030467664822936,,,,,,
fi,probe,complexity,test,,,rmse,0.1745498920736878,,,,,,
fi,probe,complexity,test,,,r2,0.228412926197052,,,,,,
id,probe,question_type,test,,,loss,0.640583166054317,,,,,,
id,probe,question_type,test,,,accuracy,0.6727272727272727,,,,,,
id,probe,question_type,test,,,f1,0.64,,,,,,
id,probe,question_type,test,,,precision,0.7111111111111111,,,,,,
id,probe,question_type,test,,,recall,0.5818181818181818,,,,,,
id,probe,complexity,test,,,loss,0.0238014766946434,,,,,,
id,probe,complexity,test,,,mse,0.0237105600535869,,,,,,
id,probe,complexity,test,,,rmse,0.1539823368233738,,,,,,
id,probe,complexity,test,,,r2,0.4184897541999817,,,,,,
ja,probe,question_type,test,,,loss,0.6320367157459259,,,,,,
ja,probe,question_type,test,,,accuracy,0.7282608695652174,,,,,,
ja,probe,question_type,test,,,f1,0.8091603053435115,,,,,,
ja,probe,question_type,test,,,precision,0.6973684210526315,,,,,,
ja,probe,question_type,test,,,recall,0.9636363636363636,,,,,,
ja,probe,complexity,test,,,loss,0.0167410778813064,,,,,,
ja,probe,complexity,test,,,mse,0.0166908614337444,,,,,,
ja,probe,complexity,test,,,rmse,0.1291931168203029,,,,,,
ja,probe,complexity,test,,,r2,0.6793829202651978,,,,,,
ko,probe,question_type,test,,,loss,0.6644829171044486,,,,,,
ko,probe,question_type,test,,,accuracy,0.6545454545454545,,,,,,
ko,probe,question_type,test,,,f1,0.6041666666666666,,,,,,
ko,probe,question_type,test,,,precision,0.7073170731707317,,,,,,
ko,probe,question_type,test,,,recall,0.5272727272727272,,,,,,
ko,probe,complexity,test,,,loss,0.0351861859006541,,,,,,
ko,probe,complexity,test,,,mse,0.0351872779428958,,,,,,
